# onet_version=30.3  (O*NET Related Occupations + Occupation Data; public domain / CC-BY 4.0; regenerate with scripts/build_taxonomy_extra.py)
# format: soc_code<TAB>related_soc<TAB>tier<TAB>related_title
11-9121.02	19-2041.03	Primary-Short	Industrial Ecologists
11-9121.02	19-1031.00	Primary-Short	Conservation Scientists
11-9121.02	17-2081.00	Primary-Short	Environmental Engineers
11-9121.02	19-2043.00	Primary-Short	Hydrologists
11-9121.02	19-2041.02	Primary-Long	Environmental Restoration Planners
11-9121.02	11-9199.11	Primary-Long	Brownfield Redevelopment Specialists and Site Managers
11-9121.02	19-2041.00	Primary-Long	Environmental Scientists and Specialists, Including Health
11-9121.02	19-1031.02	Primary-Long	Range Managers
11-9121.02	11-9121.00	Primary-Long	Natural Sciences Managers
11-9121.02	19-4044.00	Supplemental	Hydrologic Technicians
11-9121.02	17-2051.00	Supplemental	Civil Engineers
11-9121.02	19-4042.00	Supplemental	Environmental Science and Protection Technicians, Including Health
11-9121.02	17-3025.00	Supplemental	Environmental Engineering Technologists and Technicians
11-9121.02	11-3051.02	Supplemental	Geothermal Production Managers
11-9121.02	17-2021.00	Supplemental	Agricultural Engineers
11-9121.02	11-9199.10	Supplemental	Wind Energy Development Managers
11-9121.02	47-4011.01	Supplemental	Energy Auditors
11-9121.02	13-1041.01	Supplemental	Environmental Compliance Inspectors
11-9121.02	17-2171.00	Supplemental	Petroleum Engineers
11-9131.00	43-5051.00	Primary-Short	Postal Service Clerks
11-9131.00	11-3071.00	Primary-Short	Transportation, Storage, and Distribution Managers
11-9131.00	43-1011.00	Primary-Short	First-Line Supervisors of Office and Administrative Support Workers
11-9131.00	11-3012.00	Primary-Short	Administrative Services Managers
11-9131.00	11-1021.00	Primary-Short	General and Operations Managers
11-9131.00	43-5053.00	Primary-Long	Postal Service Mail Sorters, Processors, and Processing Machine Operators
11-9131.00	53-1042.00	Primary-Long	First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand
11-9131.00	53-1043.00	Primary-Long	First-Line Supervisors of Material-Moving Machine and Vehicle Operators
11-9131.00	41-1012.00	Primary-Long	First-Line Supervisors of Non-Retail Sales Workers
11-9131.00	51-1011.00	Primary-Long	First-Line Supervisors of Production and Operating Workers
11-9131.00	43-5032.00	Supplemental	Dispatchers, Except Police, Fire, and Ambulance
11-9131.00	43-5071.00	Supplemental	Shipping, Receiving, and Inventory Clerks
11-9131.00	43-5061.00	Supplemental	Production, Planning, and Expediting Clerks
11-9131.00	13-1081.00	Supplemental	Logisticians
11-9131.00	43-4151.00	Supplemental	Order Clerks
11-9131.00	43-5052.00	Supplemental	Postal Service Mail Carriers
11-9131.00	43-9051.00	Supplemental	Mail Clerks and Mail Machine Operators, Except Postal Service
11-9131.00	13-1111.00	Supplemental	Management Analysts
11-9131.00	43-4051.00	Supplemental	Customer Service Representatives
11-9131.00	43-9061.00	Supplemental	Office Clerks, General
11-9141.00	41-9022.00	Primary-Short	Real Estate Sales Agents
11-9141.00	41-9021.00	Primary-Short	Real Estate Brokers
11-9141.00	11-3013.00	Primary-Short	Facilities Managers
11-9141.00	13-2023.00	Primary-Short	Appraisers and Assessors of Real Estate
11-9141.00	13-1023.00	Primary-Short	Purchasing Agents, Except Wholesale, Retail, and Farm Products
11-9141.00	11-1021.00	Primary-Long	General and Operations Managers
11-9141.00	13-1041.04	Primary-Long	Government Property Inspectors and Investigators
11-9141.00	11-2022.00	Primary-Long	Sales Managers
11-9141.00	11-9081.00	Primary-Long	Lodging Managers
11-9141.00	13-2022.00	Primary-Long	Appraisers of Personal and Business Property
11-9141.00	11-3012.00	Supplemental	Administrative Services Managers
11-9141.00	11-9021.00	Supplemental	Construction Managers
11-9141.00	11-1011.00	Supplemental	Chief Executives
11-9141.00	43-4011.00	Supplemental	Brokerage Clerks
11-9141.00	13-2072.00	Supplemental	Loan Officers
11-9141.00	41-3031.00	Supplemental	Securities, Commodities, and Financial Services Sales Agents
11-9141.00	11-3061.00	Supplemental	Purchasing Managers
11-9141.00	11-3031.00	Supplemental	Financial Managers
11-9141.00	41-2021.00	Supplemental	Counter and Rental Clerks
11-9141.00	43-1011.00	Supplemental	First-Line Supervisors of Office and Administrative Support Workers
11-9151.00	21-1021.00	Primary-Short	Child, Family, and School Social Workers
11-9151.00	21-1015.00	Primary-Short	Rehabilitation Counselors
11-9151.00	21-1094.00	Primary-Short	Community Health Workers
11-9151.00	21-1022.00	Primary-Short	Healthcare Social Workers
11-9151.00	21-1023.00	Primary-Short	Mental Health and Substance Abuse Social Workers
11-9151.00	21-1012.00	Primary-Long	Educational, Guidance, and Career Counselors and Advisors
11-9151.00	21-1093.00	Primary-Long	Social and Human Service Assistants
11-9151.00	21-1091.00	Primary-Long	Health Education Specialists
11-9151.00	11-3121.00	Primary-Long	Human Resources Managers
11-9151.00	21-2021.00	Primary-Long	Directors, Religious Activities and Education
11-9151.00	11-9111.00	Supplemental	Medical and Health Services Managers
11-9151.00	11-9031.00	Supplemental	Education and Childcare Administrators, Preschool and Daycare
11-9151.00	13-1111.00	Supplemental	Management Analysts
11-9151.00	43-4061.00	Supplemental	Eligibility Interviewers, Government Programs
11-9151.00	39-1022.00	Supplemental	First-Line Supervisors of Personal Service Workers
11-9151.00	21-1014.00	Supplemental	Mental Health Counselors
11-9151.00	11-1011.00	Supplemental	Chief Executives
11-9151.00	39-9041.00	Supplemental	Residential Advisors
11-9151.00	11-9032.00	Supplemental	Education Administrators, Kindergarten through Secondary
11-9151.00	11-9033.00	Supplemental	Education Administrators, Postsecondary
11-9161.00	13-1199.04	Primary-Short	Business Continuity Planners
11-9161.00	11-3013.01	Primary-Short	Security Managers
11-9161.00	13-1199.07	Primary-Short	Security Management Specialists
11-9161.00	17-2111.00	Primary-Short	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors
11-9161.00	11-9111.00	Primary-Short	Medical and Health Services Managers
11-9161.00	13-1111.00	Primary-Long	Management Analysts
11-9161.00	11-9199.02	Primary-Long	Compliance Managers
11-9161.00	33-2022.00	Primary-Long	Forest Fire Inspectors and Prevention Specialists
11-9161.00	19-5011.00	Primary-Long	Occupational Health and Safety Specialists
11-9161.00	15-1299.05	Primary-Long	Information Security Engineers
11-9161.00	43-5031.00	Supplemental	Public Safety Telecommunicators
11-9161.00	29-2042.00	Supplemental	Emergency Medical Technicians
11-9161.00	29-2043.00	Supplemental	Paramedics
11-9161.00	53-3011.00	Supplemental	Ambulance Drivers and Attendants, Except Emergency Medical Technicians
11-9161.00	33-1021.00	Supplemental	First-Line Supervisors of Firefighting and Prevention Workers
11-9161.00	19-5012.00	Supplemental	Occupational Health and Safety Technicians
11-9161.00	33-2021.00	Supplemental	Fire Inspectors and Investigators
11-9161.00	33-1091.00	Supplemental	First-Line Supervisors of Security Workers
11-9161.00	17-2111.02	Supplemental	Fire-Prevention and Protection Engineers
11-9161.00	11-9199.08	Supplemental	Loss Prevention Managers
11-9171.00	39-4031.00	Primary-Short	Morticians, Undertakers, and Funeral Arrangers
11-9171.00	39-4021.00	Primary-Short	Funeral Attendants
11-9171.00	39-4012.00	Primary-Short	Crematory Operators
11-9171.00	11-9151.00	Primary-Short	Social and Community Service Managers
11-9171.00	39-4011.00	Primary-Short	Embalmers
11-9171.00	11-3012.00	Primary-Long	Administrative Services Managers
11-9171.00	39-1022.00	Primary-Long	First-Line Supervisors of Personal Service Workers
11-9171.00	29-2099.08	Primary-Long	Patient Representatives
11-9171.00	11-1021.00	Primary-Long	General and Operations Managers
11-9171.00	39-9041.00	Primary-Long	Residential Advisors
11-9171.00	11-9111.00	Supplemental	Medical and Health Services Managers
11-9171.00	13-1041.06	Supplemental	Coroners
11-9171.00	11-9031.00	Supplemental	Education and Childcare Administrators, Preschool and Daycare
11-9171.00	31-1122.00	Supplemental	Personal Care Aides
11-9171.00	31-1121.00	Supplemental	Home Health Aides
11-9171.00	11-1011.00	Supplemental	Chief Executives
11-9171.00	21-1021.00	Supplemental	Child, Family, and School Social Workers
11-9171.00	41-3021.00	Supplemental	Insurance Sales Agents
11-9171.00	21-1015.00	Supplemental	Rehabilitation Counselors
11-9171.00	13-1121.00	Supplemental	Meeting, Convention, and Event Planners
11-9179.01	39-9031.00	Primary-Short	Exercise Trainers and Group Fitness Instructors
11-9179.01	21-1091.00	Primary-Short	Health Education Specialists
11-9179.01	21-1094.00	Primary-Short	Community Health Workers
11-9179.01	13-1151.00	Primary-Short	Training and Development Specialists
11-9179.01	29-1125.00	Primary-Short	Recreational Therapists
11-9179.01	11-3131.00	Primary-Long	Training and Development Managers
11-9179.01	11-9151.00	Primary-Long	Social and Community Service Managers
11-9179.01	29-1128.00	Primary-Long	Exercise Physiologists
11-9179.01	21-1015.00	Primary-Long	Rehabilitation Counselors
11-9179.01	29-1031.00	Primary-Long	Dietitians and Nutritionists
11-9179.01	25-1193.00	Supplemental	Recreation and Fitness Studies Teachers, Postsecondary
11-9179.01	11-9111.00	Supplemental	Medical and Health Services Managers
11-9179.01	29-2051.00	Supplemental	Dietetic Technicians
11-9179.01	11-9031.00	Supplemental	Education and Childcare Administrators, Preschool and Daycare
11-9179.01	11-9179.02	Supplemental	Spa Managers
11-9179.01	39-1022.00	Supplemental	First-Line Supervisors of Personal Service Workers
11-9179.01	39-9032.00	Supplemental	Recreation Workers
11-9179.01	31-2012.00	Supplemental	Occupational Therapy Aides
11-9179.01	21-1014.00	Supplemental	Mental Health Counselors
11-9179.01	13-1111.00	Supplemental	Management Analysts
11-9179.02	11-9179.01	Primary-Short	Fitness and Wellness Coordinators
11-9179.02	39-1022.00	Primary-Short	First-Line Supervisors of Personal Service Workers
11-9179.02	39-5094.00	Primary-Short	Skincare Specialists
11-9179.02	11-9081.00	Primary-Short	Lodging Managers
11-9179.02	39-1014.00	Primary-Short	First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services
11-9179.02	11-9111.00	Primary-Long	Medical and Health Services Managers
11-9179.02	31-9011.00	Primary-Long	Massage Therapists
11-9179.02	39-5012.00	Primary-Long	Hairdressers, Hairstylists, and Cosmetologists
11-9179.02	37-1011.00	Primary-Long	First-Line Supervisors of Housekeeping and Janitorial Workers
11-9179.02	43-1011.00	Primary-Long	First-Line Supervisors of Office and Administrative Support Workers
11-9179.02	39-3093.00	Supplemental	Locker Room, Coatroom, and Dressing Room Attendants
11-9179.02	39-5011.00	Supplemental	Barbers
11-9179.02	39-6012.00	Supplemental	Concierges
11-9179.02	43-4081.00	Supplemental	Hotel, Motel, and Resort Desk Clerks
11-9179.02	11-9051.00	Supplemental	Food Service Managers
11-9179.02	43-4171.00	Supplemental	Receptionists and Information Clerks
11-9179.02	43-6013.00	Supplemental	Medical Secretaries and Administrative Assistants
11-9179.02	39-9031.00	Supplemental	Exercise Trainers and Group Fitness Instructors
11-9179.02	41-1012.00	Supplemental	First-Line Supervisors of Non-Retail Sales Workers
11-9179.02	11-3131.00	Supplemental	Training and Development Managers
11-9199.01	13-1041.07	Primary-Short	Regulatory Affairs Specialists
11-9199.01	11-9199.02	Primary-Short	Compliance Managers
11-9199.01	13-1041.01	Primary-Short	Environmental Compliance Inspectors
11-9199.01	13-1111.00	Primary-Short	Management Analysts
11-9199.01	15-2051.02	Primary-Short	Clinical Data Managers
11-9199.01	13-2054.00	Primary-Long	Financial Risk Specialists
11-9199.01	11-3012.00	Primary-Long	Administrative Services Managers
11-9199.01	11-3051.01	Primary-Long	Quality Control Systems Managers
11-9199.01	13-1082.00	Primary-Long	Project Management Specialists
11-9199.01	13-1041.00	Primary-Long	Compliance Officers
11-9199.01	11-9121.00	Supplemental	Natural Sciences Managers
11-9199.01	11-1011.00	Supplemental	Chief Executives
11-9199.01	29-9021.00	Supplemental	Health Information Technologists and Medical Registrars
11-9199.01	13-1041.04	Supplemental	Government Property Inspectors and Investigators
11-9199.01	17-2111.00	Supplemental	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors
11-9199.01	11-2032.00	Supplemental	Public Relations Managers
11-9199.01	13-2061.00	Supplemental	Financial Examiners
11-9199.01	19-2041.00	Supplemental	Environmental Scientists and Specialists, Including Health
11-9199.01	11-1011.03	Supplemental	Chief Sustainability Officers
11-9199.01	11-9111.00	Supplemental	Medical and Health Services Managers
11-9199.02	13-1041.07	Primary-Short	Regulatory Affairs Specialists
11-9199.02	13-1111.00	Primary-Short	Management Analysts
11-9199.02	11-9199.01	Primary-Short	Regulatory Affairs Managers
11-9199.02	13-1041.00	Primary-Short	Compliance Officers
11-9199.02	13-1041.01	Primary-Short	Environmental Compliance Inspectors
11-9199.02	11-3013.01	Primary-Long	Security Managers
11-9199.02	11-3012.00	Primary-Long	Administrative Services Managers
11-9199.02	13-1199.07	Primary-Long	Security Management Specialists
11-9199.02	13-1041.04	Primary-Long	Government Property Inspectors and Investigators
11-9199.02	15-1299.05	Primary-Long	Information Security Engineers
11-9199.02	13-2061.00	Supplemental	Financial Examiners
11-9199.02	11-1011.00	Supplemental	Chief Executives
11-9199.02	13-1141.00	Supplemental	Compensation, Benefits, and Job Analysis Specialists
11-9199.02	15-1299.03	Supplemental	Document Management Specialists
11-9199.02	17-2111.00	Supplemental	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors
11-9199.02	13-2099.04	Supplemental	Fraud Examiners, Investigators and Analysts
11-9199.02	29-9021.00	Supplemental	Health Information Technologists and Medical Registrars
11-9199.02	15-1212.00	Supplemental	Information Security Analysts
11-9199.02	13-2054.00	Supplemental	Financial Risk Specialists
11-9199.02	33-9099.02	Supplemental	Retail Loss Prevention Specialists
11-9199.08	13-2054.00	Primary-Short	Financial Risk Specialists
11-9199.08	11-9199.02	Primary-Short	Compliance Managers
11-9199.08	11-3013.01	Primary-Short	Security Managers
11-9199.08	13-1199.07	Primary-Short	Security Management Specialists
11-9199.08	13-1111.00	Primary-Short	Management Analysts
11-9199.08	11-9161.00	Primary-Long	Emergency Management Directors
11-9199.08	13-2099.04	Primary-Long	Fraud Examiners, Investigators and Analysts
11-9199.08	17-2111.00	Primary-Long	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors
11-9199.08	13-1199.04	Primary-Long	Business Continuity Planners
11-9199.08	15-1299.05	Primary-Long	Information Security Engineers
11-9199.08	33-9099.02	Supplemental	Retail Loss Prevention Specialists
11-9199.08	33-9021.00	Supplemental	Private Detectives and Investigators
11-9199.08	15-1212.00	Supplemental	Information Security Analysts
11-9199.08	13-1141.00	Supplemental	Compensation, Benefits, and Job Analysis Specialists
11-9199.08	11-9111.00	Supplemental	Medical and Health Services Managers
11-9199.08	33-1091.00	Supplemental	First-Line Supervisors of Security Workers
11-9199.08	19-5012.00	Supplemental	Occupational Health and Safety Technicians
11-9199.08	19-5011.00	Supplemental	Occupational Health and Safety Specialists
11-9199.08	13-1041.01	Supplemental	Environmental Compliance Inspectors
11-9199.08	11-9151.00	Supplemental	Social and Community Service Managers
11-9199.09	11-9199.10	Primary-Short	Wind Energy Development Managers
11-9199.09	49-9081.00	Primary-Short	Wind Turbine Service Technicians
11-9199.09	17-2199.10	Primary-Short	Wind Energy Engineers
11-9199.09	11-3051.06	Primary-Short	Hydroelectric Production Managers
11-9199.09	11-3051.02	Primary-Short	Geothermal Production Managers
11-9199.09	11-3051.04	Primary-Long	Biomass Power Plant Managers
11-9199.09	17-2199.03	Primary-Long	Energy Engineers, Except Wind and Solar
11-9199.09	11-3051.03	Primary-Long	Biofuels Production Managers
11-9199.09	17-2199.11	Primary-Long	Solar Energy Systems Engineers
11-9199.09	47-1011.03	Primary-Long	Solar Energy Installation Managers
11-9199.09	51-8013.04	Supplemental	Hydroelectric Plant Technicians
11-9199.09	51-8013.00	Supplemental	Power Plant Operators
11-9199.09	49-9099.01	Supplemental	Geothermal Technicians
11-9199.09	17-2071.00	Supplemental	Electrical Engineers
11-9199.09	51-8013.03	Supplemental	Biomass Plant Technicians
11-9199.09	11-9021.00	Supplemental	Construction Managers
11-9199.09	51-8012.00	Supplemental	Power Distributors and Dispatchers
11-9199.09	11-3051.00	Supplemental	Industrial Production Managers
11-9199.09	11-9041.01	Supplemental	Biofuels/Biodiesel Technology and Product Development Managers
11-9199.09	51-8021.00	Supplemental	Stationary Engineers and Boiler Operators
11-9199.10	11-9199.09	Primary-Short	Wind Energy Operations Managers
11-9199.10	17-2199.10	Primary-Short	Wind Energy Engineers
11-9199.10	17-2199.03	Primary-Short	Energy Engineers, Except Wind and Solar
11-9199.10	17-2199.11	Primary-Short	Solar Energy Systems Engineers
11-9199.10	11-3051.06	Primary-Short	Hydroelectric Production Managers
11-9199.10	11-3051.02	Primary-Long	Geothermal Production Managers
11-9199.10	47-1011.03	Primary-Long	Solar Energy Installation Managers
11-9199.10	49-9081.00	Primary-Long	Wind Turbine Service Technicians
11-9199.10	13-1199.05	Primary-Long	Sustainability Specialists
11-9199.10	11-9021.00	Primary-Long	Construction Managers
11-9199.10	47-4011.01	Supplemental	Energy Auditors
11-9199.10	11-1011.03	Supplemental	Chief Sustainability Officers
11-9199.10	41-4011.07	Supplemental	Solar Sales Representatives and Assessors
11-9199.10	11-3051.04	Supplemental	Biomass Power Plant Managers
11-9199.10	11-3051.03	Supplemental	Biofuels Production Managers
11-9199.10	11-9041.01	Supplemental	Biofuels/Biodiesel Technology and Product Development Managers
11-9199.10	13-1082.00	Supplemental	Project Management Specialists
11-9199.10	11-9041.00	Supplemental	Architectural and Engineering Managers
11-9199.10	17-2051.00	Supplemental	Civil Engineers
11-9199.10	17-2071.00	Supplemental	Electrical Engineers
11-9199.11	19-2041.02	Primary-Short	Environmental Restoration Planners
11-9199.11	17-2081.00	Primary-Short	Environmental Engineers
11-9199.11	19-2041.00	Primary-Short	Environmental Scientists and Specialists, Including Health
11-9199.11	19-1031.00	Primary-Short	Conservation Scientists
11-9199.11	19-4042.00	Primary-Short	Environmental Science and Protection Technicians, Including Health
11-9199.11	17-2051.02	Primary-Long	Water/Wastewater Engineers
11-9199.11	11-9121.02	Primary-Long	Water Resource Specialists
11-9199.11	19-2041.03	Primary-Long	Industrial Ecologists
11-9199.11	13-1041.01	Primary-Long	Environmental Compliance Inspectors
11-9199.11	17-3025.00	Primary-Long	Environmental Engineering Technologists and Technicians
11-9199.11	17-2051.00	Supplemental	Civil Engineers
11-9199.11	11-1011.03	Supplemental	Chief Sustainability Officers
11-9199.11	19-2043.00	Supplemental	Hydrologists
11-9199.11	13-1082.00	Supplemental	Project Management Specialists
11-9199.11	13-1199.05	Supplemental	Sustainability Specialists
11-9199.11	11-9021.00	Supplemental	Construction Managers
11-9199.11	13-1041.04	Supplemental	Government Property Inspectors and Investigators
11-9199.11	19-3051.00	Supplemental	Urban and Regional Planners
11-9199.11	19-4044.00	Supplemental	Hydrologic Technicians
11-9199.11	19-1032.00	Supplemental	Foresters
13-1011.00	27-2012.04	Primary-Short	Talent Directors
13-1011.00	41-3011.00	Primary-Short	Advertising Sales Agents
13-1011.00	27-3031.00	Primary-Short	Public Relations Specialists
13-1011.00	11-2011.00	Primary-Short	Advertising and Promotions Managers
13-1011.00	27-3043.00	Primary-Short	Writers and Authors
13-1011.00	11-2021.00	Primary-Long	Marketing Managers
13-1011.00	13-1121.00	Primary-Long	Meeting, Convention, and Event Planners
13-1011.00	13-1161.00	Primary-Long	Market Research Analysts and Marketing Specialists
13-1011.00	11-2022.00	Primary-Long	Sales Managers
13-1011.00	11-2032.00	Primary-Long	Public Relations Managers
13-1011.00	41-3091.00	Supplemental	Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel
13-1011.00	41-9041.00	Supplemental	Telemarketers
13-1011.00	27-2012.00	Supplemental	Producers and Directors
13-1011.00	13-1131.00	Supplemental	Fundraisers
13-1011.00	41-9022.00	Supplemental	Real Estate Sales Agents
13-1011.00	41-1012.00	Supplemental	First-Line Supervisors of Non-Retail Sales Workers
13-1011.00	13-2052.00	Supplemental	Personal Financial Advisors
13-1011.00	11-2033.00	Supplemental	Fundraising Managers
13-1011.00	27-1011.00	Supplemental	Art Directors
13-1011.00	41-3031.00	Supplemental	Securities, Commodities, and Financial Services Sales Agents
13-1021.00	13-1022.00	Primary-Short	Wholesale and Retail Buyers, Except Farm Products
13-1021.00	13-1023.00	Primary-Short	Purchasing Agents, Except Wholesale, Retail, and Farm Products
13-1021.00	11-9013.00	Primary-Short	Farmers, Ranchers, and Other Agricultural Managers
13-1021.00	11-3061.00	Primary-Short	Purchasing Managers
13-1021.00	41-4012.00	Primary-Short	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products
13-1021.00	41-3031.00	Primary-Long	Securities, Commodities, and Financial Services Sales Agents
13-1021.00	11-3071.04	Primary-Long	Supply Chain Managers
13-1021.00	13-1081.02	Primary-Long	Logistics Analysts
13-1021.00	13-1081.00	Primary-Long	Logisticians
13-1021.00	41-4011.00	Primary-Long	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products
13-1021.00	43-3061.00	Supplemental	Procurement Clerks
13-1021.00	43-5071.00	Supplemental	Shipping, Receiving, and Inventory Clerks
13-1021.00	13-1041.08	Supplemental	Customs Brokers
13-1021.00	53-7065.00	Supplemental	Stockers and Order Fillers
13-1021.00	45-2011.00	Supplemental	Agricultural Inspectors
13-1021.00	41-2031.00	Supplemental	Retail Salespersons
13-1021.00	41-9091.00	Supplemental	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers
13-1021.00	53-3031.00	Supplemental	Driver/Sales Workers
13-1021.00	43-5011.01	Supplemental	Freight Forwarders
13-1021.00	43-5111.00	Supplemental	Weighers, Measurers, Checkers, and Samplers, Recordkeeping
13-1022.00	13-1023.00	Primary-Short	Purchasing Agents, Except Wholesale, Retail, and Farm Products
13-1022.00	43-3061.00	Primary-Short	Procurement Clerks
13-1022.00	13-1021.00	Primary-Short	Buyers and Purchasing Agents, Farm Products
13-1022.00	11-3061.00	Primary-Short	Purchasing Managers
13-1022.00	41-3031.00	Primary-Short	Securities, Commodities, and Financial Services Sales Agents
13-1022.00	41-4012.00	Primary-Long	Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products
13-1022.00	11-2022.00	Primary-Long	Sales Managers
13-1022.00	43-4011.00	Primary-Long	Brokerage Clerks
13-1022.00	41-9022.00	Primary-Long	Real Estate Sales Agents
13-1022.00	13-1041.08	Primary-Long	Customs Brokers
13-1022.00	41-2031.00	Supplemental	Retail Salespersons
13-1022.00	41-3091.00	Supplemental	Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel
13-1022.00	11-2021.00	Supplemental	Marketing Managers
13-1022.00	41-9091.00	Supplemental	Door-to-Door Sales Workers, News and Street Vendors, and Related Workers
13-1022.00	41-2021.00	Supplemental	Counter and Rental Clerks
13-1022.00	13-1199.06	Supplemental	Online Merchants
13-1022.00	41-4011.00	Supplemental	Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products
13-1022.00	41-3011.00	Supplemental	Advertising Sales Agents
13-1022.00	43-4151.00	Supplemental	Order Clerks
13-1022.00	53-7065.00	Supplemental	Stockers and Order Fillers
13-1023.00	43-3061.00	Primary-Short	Procurement Clerks
13-1023.00	11-3061.00	Primary-Short	Purchasing Managers
13-1023.00	13-1022.00	Primary-Short	Wholesale and Retail Buyers, Except Farm Products
13-1023.00	13-1021.00	Primary-Short	Buyers and Purchasing Agents, Farm Products
13-1023.00	13-1081.02	Primary-Short	Logistics Analysts
13-1023.00	13-1081.00	Primary-Long	Logisticians
13-1023.00	41-3031.00	Primary-Long	Securities, Commodities, and Financial Services Sales Agents
13-1023.00	11-3071.04	Primary-Long	Supply Chain Managers
13-1023.00	11-2022.00	Primary-Long	Sales Managers
13-1023.00	13-1051.00	Primary-Long	Cost Estimators
13-1023.00	41-3091.00	Supplemental	Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel
13-1023.00	11-3071.00	Supplemental	Transportation, Storage, and Distribution Managers
13-1023.00	43-4051.00	Supplemental	Customer Service Representatives
13-1023.00	13-1111.00	Supplemental	Management Analysts
13-1023.00	43-5071.00	Supplemental	Shipping, Receiving, and Inventory Clerks
13-1023.00	43-5061.00	Supplemental	Production, Planning, and Expediting Clerks
13-1023.00	43-4011.00	Supplemental	Brokerage Clerks
13-1023.00	41-1012.00	Supplemental	First-Line Supervisors of Non-Retail Sales Workers
13-1023.00	11-9141.00	Supplemental	Property, Real Estate, and Community Association Managers
13-1023.00	13-1041.08	Supplemental	Customs Brokers
13-1031.00	43-9041.00	Primary-Short	Insurance Claims and Policy Processing Clerks
13-1031.00	43-4061.00	Primary-Short	Eligibility Interviewers, Government Programs
13-1031.00	43-4051.00	Primary-Short	Customer Service Representatives
13-1031.00	13-2053.00	Primary-Short	Insurance Underwriters
13-1031.00	13-2081.00	Primary-Short	Tax Examiners and Collectors, and Revenue Agents
13-1031.00	13-1041.00	Primary-Long	Compliance Officers
13-1031.00	13-1141.00	Primary-Long	Compensation, Benefits, and Job Analysis Specialists
13-1031.00	41-3021.00	Primary-Long	Insurance Sales Agents
13-1031.00	13-2099.04	Primary-Long	Fraud Examiners, Investigators and Analysts
13-1031.00	13-2023.00	Primary-Long	Appraisers and Assessors of Real Estate
13-1031.00	23-1011.00	Supplemental	Lawyers
13-1031.00	23-1021.00	Supplemental	Administrative Law Judges, Adjudicators, and Hearing Officers
13-1031.00	43-4041.00	Supplemental	Credit Authorizers, Checkers, and Clerks
13-1031.00	33-9021.00	Supplemental	Private Detectives and Investigators
13-1031.00	23-2011.00	Supplemental	Paralegals and Legal Assistants
13-1031.00	43-6012.00	Supplemental	Legal Secretaries and Administrative Assistants
13-1031.00	23-2093.00	Supplemental	Title Examiners, Abstractors, and Searchers
13-1031.00	23-1022.00	Supplemental	Arbitrators, Mediators, and Conciliators
13-1031.00	13-2011.00	Supplemental	Accountants and Auditors
13-1031.00	11-3111.00	Supplemental	Compensation and Benefits Managers
13-1032.00	53-6051.07	Primary-Short	Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation
13-1032.00	49-3021.00	Primary-Short	Automotive Body and Related Repairers
13-1032.00	49-3023.00	Primary-Short	Automotive Service Technicians and Mechanics
13-1032.00	13-2022.00	Primary-Short	Appraisers of Personal and Business Property
13-1032.00	17-3027.01	Primary-Short	Automotive Engineering Technicians
13-1032.00	13-1051.00	Primary-Long	Cost Estimators
13-1032.00	13-2023.00	Primary-Long	Appraisers and Assessors of Real Estate
13-1032.00	43-9041.00	Primary-Long	Insurance Claims and Policy Processing Clerks
13-1032.00	13-1031.00	Primary-Long	Claims Adjusters, Examiners, and Investigators
13-1032.00	43-4041.00	Primary-Long	Credit Authorizers, Checkers, and Clerks
13-1032.00	49-3052.00	Supplemental	Motorcycle Mechanics
13-1032.00	49-3022.00	Supplemental	Automotive Glass Installers and Repairers
13-1032.00	49-2094.00	Supplemental	Electrical and Electronics Repairers, Commercial and Industrial Equipment
13-1032.00	51-9061.00	Supplemental	Inspectors, Testers, Sorters, Samplers, and Weighers
13-1032.00	53-6051.01	Supplemental	Aviation Inspectors
13-1032.00	49-2092.00	Supplemental	Electric Motor, Power Tool, and Related Repairers
13-1032.00	49-2096.00	Supplemental	Electronic Equipment Installers and Repairers, Motor Vehicles
13-1032.00	49-3043.00	Supplemental	Rail Car Repairers
13-1032.00	41-2022.00	Supplemental	Parts Salespersons
13-1032.00	53-6051.00	Supplemental	Transportation Inspectors
13-1041.00	11-9199.02	Primary-Short	Compliance Managers
13-1041.00	43-4061.00	Primary-Short	Eligibility Interviewers, Government Programs
13-1041.00	13-1041.04	Primary-Short	Government Property Inspectors and Investigators
13-1041.00	13-1041.01	Primary-Short	Environmental Compliance Inspectors
13-1041.00	13-1041.07	Primary-Short	Regulatory Affairs Specialists
13-1041.00	23-2011.00	Primary-Long	Paralegals and Legal Assistants
